"name	category	area	address	lat	lon	phone	email	website	facebook	instagram	tiktok	twitter	opening_hours	happy_hour_status	happy_hour_details	happy_hour_timings	confidence	sources	source_urls	evidence_text"
"Boojee Cafe	cafe	Colaba		18.9307448	72.833874									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13464335862	Boojee Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Breve Cycling Cafe	cafe	Bandra West		19.0505565	72.8265298									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11483543860	Breve Cycling Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Bru Baabaa	cafe	Bandra West		19.0615878	72.8335006									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13058306152	Bru Baabaa cafe",,,,,,,,,,,,,,,,,,,,
"Cacao Mill	cafe	Colaba		18.9183644	72.8277234								Mo-Su 09:00-23:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13099965213	Cacao Mill cafe",,,,,,,,,,,,,,,,,,,,
"Cafe 131	cafe	Navi Mumbai		19.0324729	73.0167127									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12287909458	Cafe 131 cafe",,,,,,,,,,,,,,,,,,,,
"Cafe Aloha	cafe	Mumbai	""4/12", Sant Gadge Maharaj Marg, Mumbai," 400093""	19.1347866	72.8653141			https://www.cafealoha.in					Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9546552610	""Cafe Aloha cafe 4/12", Sant Gadge Maharaj Marg, Mumbai," 400093""",,,,,,,,,,,,,,
"Cafe Andora	cafe	Mumbai	""St. Dominic Street", Mumbai," 400050""	19.0573435	72.8276847								Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/347036704	""Cafe Andora cafe St. Dominic Street", Mumbai," 400050""",,,,,,,,,,,,,,,,
"Cafe Bambai	cafe	Thane		19.1651984	72.9485214									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8733172336	Cafe Bambai cafe",,,,,,,,,,,,,,,,,,,,
"Cafe Bandra	cafe	Bandra West		19.0624117	72.831025									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11296371136	Cafe Bandra cafe",,,,,,,,,,,,,,,,,,,,
"Cafe Coffee Day Express	cafe	Kurla		19.0563701	72.8896149									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11295364150	Cafe Coffee Day Express cafe",,,,,,,,,,,,,,,,,,,,
"Cafe Colony Restaurant & Stores	cafe	Bandra West		19.0186376	72.8468361									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13383226073	Cafe Colony Restaurant & Stores cafe",,,,,,,,,,,,,,,,,,,,
"Cafe Faizal	cafe	Mumbai	""mumbai"," 400043""	19.0629897	72.918479									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3217533161	""Cafe Faizal cafe mumbai"," 400043""",,,,,,,,,,,,,,,,,,
"Cafe Instaa	cafe	Mumbai	""New CHS ltd", 12A/1, rl kelkar rd, Mumbai," 400022""	19.0419393	72.8611885									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6534519657	""Cafe Instaa cafe New CHS ltd", 12A/1, rl kelkar rd, Mumbai," 400022""",,,,,,,,,,,,
"Cafe Mocha	cafe	Mumbai	""12/3", Western Express Highway, Mumbai," 400101""	19.2039366	72.8652148	985443209							Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9548786763	""Cafe Mocha cafe 12/3", Western Express Highway, Mumbai," 400101""",,,,,,,,,,,,,,
"Cafe Mondegar	cafe	Mumbai	Chhatrapati Shivaji Maharaj Road	18.9240421	72.8321786	22020591							Mo-Su 08:00-23:30	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/669259659	Cafe Mondegar cafe Chhatrapati Shivaji Maharaj Road",,,,,,,,,,,,,,,,,,,,
"Cafe Montana	cafe	Santacruz	""Guru Narayan Marg", Santacruz East, Mumbai," 400055""	19.0835203	72.8440459								Mo-Su 09:00-22:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/1327051201	""Cafe Montana cafe Guru Narayan Marg", Santacruz East, Mumbai," 400055""",,,,,,,,,,,,,,
"Cafe Pefe	cafe	Mumbai	""Ground Floor", Clanfield Society, Ashok Academy Lane, Mumbai," 400053""	19.14119	72.8273496	9.12226E+11		https://cafepefe.com/					Mo-Su 11:00-23:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9080857996	""Cafe Pefe cafe Ground Floor", Clanfield Society, Ashok Academy Lane, Mumbai," 400053""",,,,,,,,,,,,
"Cafe Terrace at Night	cafe	Bandra West		19.057476	72.8481424									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11069702460	Cafe Terrace at Night cafe",,,,,,,,,,,,,,,,,,,,
"Cafe Waah Maratha	cafe	Lower Parel		19.0144176	72.8257335								Th-Wed 00:00-12:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9333636644	Cafe Waah Maratha cafe",,,,,,,,,,,,,,,,,,,,
"Cafeccino	cafe	Bandra West		19.0917053	72.8567979									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11069678659	Cafeccino cafe",,,,,,,,,,,,,,,,,,,,
"Caffe Coffee Day	cafe	Goregaon		19.1726852	72.8740201									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/2562631544	Caffe Coffee Day cafe",,,,,,,,,,,,,,,,,,,,
"Caf� Sea Side	cafe	Mumbai	""Byramji Jeejeebhoy Road", Mumbai," 400050""	19.0456642	72.8192559									candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/543846807	""Caf� Sea Side cafe Byramji Jeejeebhoy Road", Mumbai," 400050""",,,,,,,,,,,,,,,,
"Cake Central	cafe	Navi Mumbai		19.0328022	73.0169333									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12287909462	Cake Central cafe",,,,,,,,,,,,,,,,,,,,
"Casedella	cafe	Thane	""Shop No. 3",4,5,6, Poonam Sagar Road, Mira Road East, Thane," 401107""	19.2727795	72.8647101									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9771229988	""Casedella cafe Shop No. 3",4,5,6, Poonam Sagar Road, Mira Road East, Thane," 401107""",,,,,,
"Cat Caf� Studio	cafe	Mumbai	""63", Harminder Singh Road, Mumbai," 400061""	19.1304992	72.8162025	-173730		https://www.catcafestudio.com/		https://www.instagram.com/catcafestudio/?hl=en			Tu-Su 12:00-20:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11400928627	""Cat Caf� Studio cafe 63", Harminder Singh Road, Mumbai," 400061""",,,,,,,,,,,,,,
"Chai	cafe	Juhu		19.1347525	72.8139948									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6041452295	Chai cafe",,,,,,,,,,,,,,,,,,,,
"Chai Gaadi	cafe	Juhu		19.141208	72.8197968									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9139716424	Chai Gaadi cafe",,,,,,,,,,,,,,,,,,,,
"Chai Pe Charcha	cafe	Juhu		19.1367205	72.8287521									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/7162138710	Chai Pe Charcha cafe",,,,,,,,,,,,,,,,,,,,
"Chai Tales	cafe	Navi Mumbai	""SHOP 09", Sri Sadguru Vamanrao Pai Marg, Sector-19, Airoli,, Navi Mumbai," 400708""	19.1611924	72.9911688									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6957213160	""Chai Tales cafe SHOP 09", Sri Sadguru Vamanrao Pai Marg, Sector-19, Airoli,, Navi Mumbai," 400708""",,,,,,,,
"Chai Tapri	cafe	Juhu		19.1326957	72.8124382									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10983339174	Chai Tapri cafe",,,,,,,,,,,,,,,,,,,,
"Chay Shay	cafe	Bandra West		19.0274647	72.8564074									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12770185420	Chay Shay cafe",,,,,,,,,,,,,,,,,,,,
"Civil Caf�	cafe	Powai		19.1327151	72.9163013									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/5107315433	Civil Caf� cafe",,,,,,,,,,,,,,,,,,,,
"Coffee By Di Bella Belapur	cafe	Navi Mumbai		19.0075191	73.0348873									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11691660767	Coffee By Di Bella Belapur cafe",,,,,,,,,,,,,,,,,,,,
"Coffee Craft	cafe	Borivali		19.2548572	72.8488818									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9853230911	Coffee Craft cafe",,,,,,,,,,,,,,,,,,,,
"Coffee King	cafe	Andheri West		19.1527519	72.8303443									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13582456904	Coffee King cafe",,,,,,,,,,,,,,,,,,,,
"Cold Cafee	cafe	Mumbai	""N G Acharya Marg (Chembur Govandi Road)", Mumbai," 400074""	19.0597612	72.9103571									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/2930683935	""Cold Cafee cafe N G Acharya Marg (Chembur Govandi Road)", Mumbai," 400074""",,,,,,,,,,,,,,,,
"Creeda Board Game Cafe	cafe	Mumbai	Wallace Street	18.9374108	72.8331683			https://www.creeda.in/					Mo-Su 12:00-22:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4225072291	Creeda Board Game Cafe cafe Wallace Street",,,,,,,,,,,,,,,,,,,,
"DCrepes	cafe	Thane		19.2553761	72.9833889									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4460147089	DCrepes cafe",,,,,,,,,,,,,,,,,,,,
"DORANGOS (Instagram:-dorangos_comedy_events) Best Entertainment Mumbai	cafe	Mumbai	""5AA", St. Andrews Road Extension, Mumbai," 400050""	19.0611919	72.826748	9.1992E+11							Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11846246267	""DORANGOS (Instagram:-dorangos_comedy_events) Best Entertainment Mumbai cafe 5AA", St. Andrews Road Extension, Mumbai," 400050""",,,,,,,,,,,,,,
"De'Crepes Cafe	cafe	Thane		19.2263296	72.9706422									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4151012950	De'Crepes Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Dessert 99	cafe	Borivali	""Gorai Borivali Road", Mumbai," 400092""	19.2325867	72.8286589									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12140071411	""Dessert 99 cafe Gorai Borivali Road", Mumbai," 400092""",,,,,,,,,,,,,,,,
"Eden Goodness Cafe	cafe	Mumbai	""Link Plaza", Mumbai," 400053""	19.1489182	72.8322127									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/6908315507	""Eden Goodness Cafe cafe Link Plaza", Mumbai," 400053""",,,,,,,,,,,,,,,,
"Engine Espresso	cafe	Mumbai	""Lokhandwala Back Road", Mumbai," 400053""	19.143004	72.8200471			https://www.instagram.com/espresso9engine/					Mo-Su 19:00-00:30	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13207620987	""Engine Espresso cafe Lokhandwala Back Road", Mumbai," 400053""",,,,,,,,,,,,,,,,
"Ettarra	cafe	Mumbai	""36", Chapel Road," 400050""	19.0530559	72.8289745	+91 86558 05815		https://ettarracoffee.in/					Mo-Su 07:00-02:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13569989701	""Ettarra cafe 36", Chapel Road," 400050""",,,,,,,,,,,,,,,,
"Eve Cafe	cafe	Powai		19.1235827	72.9130941									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12594199242	Eve Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Eve's Cafe	cafe	Powai		19.1234697	72.9124892									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12594220154	Eve's Cafe cafe",,,,,,,,,,,,,,,,,,,,
"FRIENDS KATTA	cafe	Mumbai	Atharva Back Rd	19.1965724	72.8249524									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8401473569	FRIENDS KATTA cafe Atharva Back Rd",,,,,,,,,,,,,,,,,,,,
"Fabcaf�	cafe	Mumbai	""137 Jeroo Building", Mahatma Gandhi Road," 400001""	18.9287539	72.8316226									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8084321640	""Fabcaf� cafe 137 Jeroo Building", Mahatma Gandhi Road," 400001""",,,,,,,,,,,,,,,,
"Farmers Cafe	cafe	Bandra West		19.0669962	72.8328138									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12892604956	Farmers Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Fries.com	cafe	Mumbai	""A34", Datta Mandir Road, Mumbai," 400055""	19.0801058	72.8538114								Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12408773235	""Fries.com cafe A34", Datta Mandir Road, Mumbai," 400055""",,,,,,,,,,,,,,
"GUPTA TEA COFFEE STALL	cafe	Mumbai	""2", HEMU COLONY, MUMBAI," 400067""	19.2000838	72.838765	5568542798							Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10654229544	""GUPTA TEA COFFEE STALL cafe 2", HEMU COLONY, MUMBAI," 400067""",,,,,,,,,,,,,,
"Ganesh Tea Center	cafe	Kurla		19.0603312	72.9105858									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3204881746	Ganesh Tea Center cafe",,,,,,,,,,,,,,,,,,,,
"Gelato Nuvola Artigianale	cafe	Juhu		19.1298136	72.8227063									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13240703262	Gelato Nuvola Artigianale cafe",,,,,,,,,,,,,,,,,,,,
"Goodluck Wines	cafe	Bandra	""Ramdas Naik Road", Bandra, Mumbai," 400050""	19.0551796	72.8359562									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4345562396	""Goodluck Wines cafe Ramdas Naik Road", Bandra, Mumbai," 400050""",,,,,,,,,,,,,,
"Greenbox Caffe	cafe	Mumbai	""Vasu Bhavan Building", 11th Road, Mumbai," 400052""	19.0685728	72.8353475									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9935357958	""Greenbox Caffe cafe Vasu Bhavan Building", 11th Road, Mumbai," 400052""",,,,,,,,,,,,,,
"Greenr Cafe	cafe	Bandra West		19.0636814	72.8293629			https://thrivenow.in/greenr-cafe-all-locations						candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10694358136	Greenr Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Greens Cafe	cafe	Mumbai	""Swami Vivekanand Road", Mumbai," 400062""	19.1640544	72.8468442									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12415413124	""Greens Cafe cafe Swami Vivekanand Road", Mumbai," 400062""",,,,,,,,,,,,,,,,
"Grounded	cafe	Bandra West		19.0477593	72.8207917									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13011946557	Grounded cafe",,,,,,,,,,,,,,,,,,,,
"Guilt Trip	cafe	Bandra West		19.0713519	72.8241542									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/2680338196	Guilt Trip cafe",,,,,,,,,,,,,,,,,,,,
"Gulacha Chaha	cafe	Thane		19.1912571	72.9758596									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8213785709	Gulacha Chaha cafe",,,,,,,,,,,,,,,,,,,,
"Hannahs cafe	cafe	Mumbai	""I C Colony Cross Road No 5", Mumbai," 400103""	19.2483938	72.8482989								Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13426728741	""Hannahs cafe cafe I C Colony Cross Road No 5", Mumbai," 400103""",,,,,,,,,,,,,,,,
"Hybrid Theory	cafe	Andheri West		19.1078563	72.8825816									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11400932419	Hybrid Theory cafe",,,,,,,,,,,,,,,,,,,,
"I Think Fitness Cafe	cafe	Mumbai	""Manuel Gonsalves Road", Mumbai," 400050""	19.0592055	72.8294744									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/2610565997	""I Think Fitness Cafe cafe Manuel Gonsalves Road", Mumbai," 400050""",,,,,,,,,,,,,,,,
"Ice Cream Works	cafe	Churchgate		18.9546257	72.8147495									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3306535080	Ice Cream Works cafe",,,,,,,,,,,,,,,,,,,,
"JB NAGAR	cafe	Juhu		19.1067943	72.8641026									candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/1207964215	JB NAGAR cafe",,,,,,,,,,,,,,,,,,,,
"Jai Mata Di Tea Stall	cafe	Malad		19.2018265	72.8612465									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/2820428444	Jai Mata Di Tea Stall cafe",,,,,,,,,,,,,,,,,,,,
"Juice Center	cafe	Mumbai	""60 Feet Road"," Mumbai""	19.0383759	72.8534092									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3048179689	""Juice Center cafe 60 Feet Road"," Mumbai""",,,,,,,,,,,,,,,,,,
"KCROASTERS - By Koinonia	cafe	Mumbai	""66", Chuim Village Road," Mumbai""	19.0731837	72.8263765	-9136650186		https://kcroasters.com/					Mo-Su 08:00-21:30	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/7047840108	""KCROASTERS - By Koinonia cafe 66", Chuim Village Road," Mumbai""",,,,,,,,,,,,,,,,
"Kaffiene	cafe	Malad		19.2176421	72.8517071								Mo-Su 11:00-23:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12871240129	Kaffiene cafe",,,,,,,,,,,,,,,,,,,,
"Kala Ghoda Cafe	cafe	Mumbai	""10", Rope Walk Street, Mumbai," 400001""	18.928482	72.8323116	+91 22 2265 0195		https://kgcafe.in/	https://www.facebook.com/1082364705295248	https://www.instagram.com/kgcbar			08:00-23:45	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3366405791	""Kala Ghoda Cafe cafe 10", Rope Walk Street, Mumbai," 400001""",,,,,,,,,,,,,,
"Kathiyawadi Cafe	cafe	Mumbai	1	19.2327997	72.9696019									candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/994875178	Kathiyawadi Cafe cafe 1",,,,,,,,,,,,,,,,,,,,
"Khans Cafe	cafe	Mumbai	""A Merchant Road", mumbai," 400089""	18.9520692	72.8281085									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/2930714471	""Khans Cafe cafe A Merchant Road", mumbai," 400089""",,,,,,,,,,,,,,,,
"Kitchen Garden	cafe	Juhu		19.1055629	72.8263957									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/1803653587	Kitchen Garden cafe",,,,,,,,,,,,,,,,,,,,
"Koinonia Coffee Roasters	cafe	Mumbai	Mumbai	18.9656357	72.8068606									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/7047845077	Koinonia Coffee Roasters cafe Mumbai",,,,,,,,,,,,,,,,,,,,
"Kuckeliku Breakfast House	cafe	Colaba		18.9184098	72.8308924									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11270821396	Kuckeliku Breakfast House cafe",,,,,,,,,,,,,,,,,,,,
"LOYKA	cafe	Mumbai	""123", East West Road No 1, Mumbai," 400056""	19.1050113	72.8344847								Mo-Su 10:00-22:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13371527651	""LOYKA cafe 123", East West Road No 1, Mumbai," 400056""",,,,,,,,,,,,,,
"Le Pain Quotidien	cafe	Mumbai	""Chhatrapati Shivaji Maharaj Road", Mumbai," 400001""	18.9240286	72.8335791									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4099677902	""Le Pain Quotidien cafe Chhatrapati Shivaji Maharaj Road", Mumbai," 400001""",,,,,,,,,,,,,,,,
"Leaping Windows	cafe	Juhu		19.1387675	72.8134014									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11020617146	Leaping Windows cafe",,,,,,,,,,,,,,,,,,,,
"Lotus Cafe	cafe	Bandra West		19.1019078	72.8263912									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12849292012	Lotus Cafe cafe",,,,,,,,,,,,,,,,,,,,
"M Town Cafe	cafe	Juhu		19.1429429	72.831573									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9132764340	M Town Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Madrasi Kaapi House	cafe	Mumbai	""Next to Cotton Cottage", Building No. 50, Halley Building, Evershine, Thakur Village, 120 feet Road, Mumbai," 400101""	19.2114438	72.873429	+91 7021831206	info@madrasi.in	https://madrasi.in/					Mo-Su 08:00-21:30	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8615092501	""Madrasi Kaapi House cafe Next to Cotton Cottage", Building No. 50, Halley Building, Evershine, Thakur Village, 120 feet Road, Mumbai," 400101""",,,,,,
"Mahalaxmi Tea House	cafe	Thane		19.1821788	72.945951									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13504116711	Mahalaxmi Tea House cafe",,,,,,,,,,,,,,,,,,,,
"Malido cafe	cafe	Colaba		18.9286085	72.8320128									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3826266891	Malido cafe cafe",,,,,,,,,,,,,,,,,,,,
"Mandi House Cafe	cafe	Juhu		19.1337652	72.811602									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/10716124263	Mandi House Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Mani Cafe	cafe	Bandra West		19.0258534	72.8551118								""Mo-Fr 07:00-21:00","13:30-18:30; Sa 09:00-17:00; PH closed""	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12770264193	Mani Cafe cafe",,,,,,,,,,,,,,,,,,,
"Manoj	cafe	Thane		19.2100082	73.0118779									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9322517355	Manoj cafe",,,,,,,,,,,,,,,,,,,,
"Marina	cafe	Colaba		18.9189746	72.8320493									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3290997483	Marina cafe",,,,,,,,,,,,,,,,,,,,
"Mazi	cafe	Juhu	""Juhu Tara Road", Mumbai," 400054""	19.0845357	72.8351765	+91 8693843243							Mo-Su 08:00-23:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13231494998	""Mazi cafe Juhu Tara Road", Mumbai," 400054""",,,,,,,,,,,,,,,,
"Method Contemporary Art & Treats	cafe	Bandra West		19.050519	72.8267783									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11365091494	Method Contemporary Art & Treats cafe",,,,,,,,,,,,,,,,,,,,
"Miya & Banos Cafe	cafe	Juhu		19.1462213	72.8471677									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12290032649	Miya & Banos Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Modern Tea House	cafe	Bandra West		19.0752035	72.8259183									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/2719044956	Modern Tea House cafe",,,,,,,,,,,,,,,,,,,,
"Mokai	cafe	Bandra	""Chapel Road", Bandra, Mumbai," 400050""	19.052411	72.8284969	-11111042							Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12307927829	""Mokai cafe Chapel Road", Bandra, Mumbai," 400050""",,,,,,,,,,,,,,
"Mongoose The Bubble Bar	cafe	Bandra West		19.070678	72.8227903									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11482202276	Mongoose The Bubble Bar cafe",,,,,,,,,,,,,,,,,,,,
"Moreshwar	cafe	Mumbai	""Hanuman Road"," 400057""	19.1039537	72.8523075									candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/144377524	""Moreshwar cafe Hanuman Road"," 400057""",,,,,,,,,,,,,,,,,,
"Morii Cafe	cafe	Bandra West		19.0486305	72.825887									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4736442881	Morii Cafe cafe",,,,,,,,,,,,,,,,,,,,
"Mr MISU	cafe	Bandra West		19.0539473	72.8288822									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13266741751	Mr MISU cafe",,,,,,,,,,,,,,,,,,,,
"Mumbai Bites	cafe	Mumbai	""Jagannath Shankarsheth Marg", Mumbai," 400004""	18.9553181	72.8188828								Mo-Sa 08:00-00:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/way/1380575750	""Mumbai Bites cafe Jagannath Shankarsheth Marg", Mumbai," 400004""",,,,,,,,,,,,,,,,
"Nagori Chai	cafe	Andheri West		19.1084467	72.8807304									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13381122898	Nagori Chai cafe",,,,,,,,,,,,,,,,,,,,
"Nagori Chai Adda	cafe	Juhu		19.1455968	72.8454563									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12289961582	Nagori Chai Adda cafe",,,,,,,,,,,,,,,,,,,,
"Nagori Irani Chai	cafe	Juhu		19.1439765	72.8315222									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9132742307	Nagori Irani Chai cafe",,,,,,,,,,,,,,,,,,,,
"Nahori Chaya Katta	cafe	Juhu		19.1460287	72.845383									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12290031488	Nahori Chaya Katta cafe",,,,,,,,,,,,,,,,,,,,
"Nandan Coffee	cafe	Colaba		18.9317064	72.8319248									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12848348712	Nandan Coffee cafe",,,,,,,,,,,,,,,,,,,,
"One Point Six	cafe	Juhu		19.1266104	72.8207329									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/4970562243	One Point Six cafe",,,,,,,,,,,,,,,,,,,,
"POPULAR CAFE	cafe	Mumbai	""Hingwala Lane", Mumbai," 400075""	19.0821532	72.9099141								Tu-Sa 10:00-19:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/11257204477	""POPULAR CAFE cafe Hingwala Lane", Mumbai," 400075""",,,,,,,,,,,,,,,,
"Pair A Dice Boardgames Cafe	cafe	Mumbai	""53", Mumbai," 400102""	19.1482697	72.8316484									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13475422677	""Pair A Dice Boardgames Cafe cafe 53", Mumbai," 400102""",,,,,,,,,,,,,,,,
"Parsik Cafe	cafe	Mumbai	""Old Mumbai - Pune Road", Parsik Nagar," 400605""	19.2088665	73.0108191	9.18753E+11							Mo-Su 11:00-23:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/8931253813	""Parsik Cafe cafe Old Mumbai - Pune Road", Parsik Nagar," 400605""",,,,,,,,,,,,,,,,
"Patel Coffee House	cafe	Thane	""123", Fataka Galli, Thane," 400605""	19.184055	72.973239	+91 9807689709							Mo-Su 09:00-21:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/9805444761	""Patel Coffee House cafe 123", Fataka Galli, Thane," 400605""",,,,,,,,,,,,,,
"Pause	cafe	Bandra West		19.0631232	72.8249195									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/13086966002	Pause cafe",,,,,,,,,,,,,,,,,,,,
"Peach Tree Cafe	cafe	Thane	""16", emeald plaza hiranandani meadows, thane," 400610""	19.2264826	72.9705131								Mo-Su 10:00-22:00	candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/12593843048	""Peach Tree Cafe cafe 16", emeald plaza hiranandani meadows, thane," 400610""",,,,,,,,,,,,,,
"Poetry	cafe	Juhu		19.1057759	72.826406									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/1803648461	Poetry cafe",,,,,,,,,,,,,,,,,,,,
"Pondichery Cafe, Sofitel Hotel	cafe	Bandra	""C 57", Bandra Kurla Complex Road, Mumbai," 400051""	19.0678286	72.8689535									candidate			0.3	overpass_osm	https://www.openstreetmap.org/node/3524664707	""Pondichery Cafe", Sofitel Hotel cafe C 57, Bandra Kurla Complex Road, Mumbai," 400051""",,,,,,,,,,,,,
