name,category,area,address,lat,lon,phone,email,website,facebook,instagram,tiktok,twitter,opening_hours,happy_hour_status,happy_hour_details,happy_hour_timings,confidence,sources,source_urls,evidence_text
Pangea Beach Bar,bar,Krabi,"Sala Dan, 81150",7.6064113,99.0334947,+66 95 1050815,,,,,,,"Th-Tu,PH 12:00-10:00",candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/4540948592,"Pangea Beach Bar bar Sala Dan, 81150"
Pearls Shakes,bar,Koh Lanta,,7.5329665,99.0923094,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/13279157961,Pearls Shakes bar
Pirate Bar,bar,Koh Lanta,,7.6141931,99.0338983,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/12686094842,Pirate Bar bar
Rasta Bar,bar,Koh Lanta,,7.5443981,99.0465173,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/2615560298,Rasta Bar bar
Red Rock,bar,Koh Jum,,7.8526353,98.9456846,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/7207950785,Red Rock bar
Reggae Bar Lanta,bar,Koh Lanta,,7.6254844,99.0332079,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/13274046572,Reggae Bar Lanta bar
Reggae Muay Thai Bar,bar,Koh Phi Phi,,7.7398913,98.7734593,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/4327146492,Reggae Muay Thai Bar bar
Rock Beach Bar,bar,Koh Lanta,,7.6472874,99.0199655,,,,,,,,Mo-Su 08:00-02:00,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/4129606489,Rock Beach Bar bar
Rocks bistro and bar,bar,Koh Lanta,,7.5490705,99.0454336,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/5422056523,Rocks bistro and bar bar
Roots Rock Reggae Bar,bar,Railay,,8.033274,98.8278037,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/3676113268,Roots Rock Reggae Bar bar
Sabai ba bar,bar,Tubkaek,,8.058713,98.7484063,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/way/1085298052,Sabai ba bar bar
Sabaidee Bar and Restaurant,bar,Krabi,"Krabi, 81130",7.8388941,98.9401479,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/2604258388,"Sabaidee Bar and Restaurant bar Krabi, 81130"
San Sunset Bar,bar,Koh Lanta,,7.6146324,99.0305147,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/3565069793,San Sunset Bar bar
Sands Beach Club & Bar,bar,Railay,,8.0288076,98.8247977,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/10220798510,Sands Beach Club & Bar bar
Seaculture,bar,Koh Lanta,,7.5916651,99.0323392,,,,,,,,"Mo-Su,PH 08:00-22:00",candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/5362643126,Seaculture bar
Selfie Bar and Restaurant,bar,Koh Lanta,,7.6444471,99.0214561,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/5522380221,Selfie Bar and Restaurant bar
Sip Club Rooftop&Drinks,bar,Koh Lanta,,7.5501393,99.0449138,,,,,,,,Mo-Su 17:00-23:00,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/6300367668,Sip Club Rooftop&Drinks bar
Slinky Bar,bar,Koh Phi Phi,,7.7418735,98.7729656,,,,,,,,09:00-02:00,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/1225189671,Slinky Bar bar
So Good,bar,Koh Lanta,,7.6354238,99.0303982,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/12686094823,So Good bar
Solo Bar,bar,Koh Phi Phi,,7.7773912,98.762789,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/6076468245,Solo Bar bar
Soul Kitchen,bar,Koh Lanta,,7.5426899,99.0471557,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/5344283222,Soul Kitchen bar
Sound Shack,bar,Koh Lanta,,7.5808925,99.0312414,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/9631658379,Sound Shack bar
Starwin Lanta Lodge,bar,Koh Lanta,,7.6325948,99.0338773,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/13240662363,Starwin Lanta Lodge bar
Stone Bar,bar,Koh Jum,,7.8214392,98.9605983,,,,,,,,Mo-Su 10:00-22:00,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/6283797686,Stone Bar bar
Sun & Soul,bar,Tubkaek,,8.0937424,98.7471885,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/13677502777,Sun & Soul bar
Sunflower,bar,Koh Phi Phi,,7.7410789,98.7725706,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/2084049255,Sunflower bar
TJ's Restaurant & Sport Bar,bar,Railay,,8.0330895,98.8250632,+6675637119,,,,,,,Mo-Su 12:00-00:00,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/4783717121,TJ's Restaurant & Sport Bar bar
Tank Craft,bar,Krabi,,8.0642943,98.9166813,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/10121068172,Tank Craft bar
Tew Lay Bar,bar,Railay,,8.0130353,98.8466367,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/3419574711,Tew Lay Bar bar
The Cave,bar,Koh Lanta,,7.5271845,99.0525739,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/2624983042,The Cave bar
The Cheeky Monkey Bar,bar,Koh Lanta,,7.6356364,99.0338802,,,,,,,,Mo-Su 16:00-02:00,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/6087709730,The Cheeky Monkey Bar bar
The Dubliner,bar,Koh Phi Phi,,7.7400423,98.7732878,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/3678511056,The Dubliner bar
The Indian Bar,bar,Krabi,"Sala Dan, Amphoe Ko Lanta, 81150",7.6335991,99.0312037,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/6125010087,"The Indian Bar bar Sala Dan, Amphoe Ko Lanta, 81150"
The Last Bar,bar,Railay,,8.0128979,98.8443166,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/5887769611,The Last Bar bar
The Only bar Phi Phi,bar,Koh Phi Phi,,7.7453014,98.7739691,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/4620581586,The Only bar Phi Phi bar
The Stones Bar,bar,Koh Phi Phi,,7.7427124,98.7738398,,,,,,,,Mo-Su 10:00-02:00,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/1225189700,The Stones Bar bar
Tribe Beach Bar,bar,Krabi,"273 moo2, 81180",8.0321148,98.8214908,+66812254444,,,,,,,Th-Tu 17:00-01:00,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/6633671185,"Tribe Beach Bar bar 273 moo2, 81180"
Upbeat Bar,bar,Railay,,8.0333587,98.8197583,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/9433595818,Upbeat Bar bar
Wat's Bar,bar,Railay,,8.0188951,98.8310662,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/12387771952,Wat's Bar bar
Yenta Pub,bar,Krabi,,8.06485,98.9168258,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/6185272086,Yenta Pub bar
Yesterday Bar & Café,bar,Railay,,8.0321925,98.8239603,+66 95 426 2093,,,,,,,03:00-02:30,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/13678315224,Yesterday Bar & Café bar
jungle Roots Paradise Bar,bar,Krabi,"1, Soi 9",8.0368122,98.8389464,+66856705108,,,,,,,24/7,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/4879004826,"jungle Roots Paradise Bar bar 1, Soi 9"
sunshine bar,bar,Koh Phi Phi,,7.7360405,98.766087,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/4333518916,sunshine bar bar
the Stream Pool Bar,bar,Koh Lanta,,7.550358,99.0433603,,,,,,,,Mo-Su 09:00-21:00,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/way/672278923,the Stream Pool Bar bar
the Wave Bar,bar,Koh Lanta,,7.5502498,99.044478,,,,,,,,Mo-Su 17:00-24:00,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/6295587675,the Wave Bar bar
ลันตาพาร์คไลฟ์,bar,Koh Lanta,"235 Moo 5, Sala Dan, Koh Lanta, 81150",7.6182036,99.0542485,+66863117433,,http://lantaparklife.com,,,,,10:00-22:00,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/4919193622,"ลันตาพาร์คไลฟ์ bar 235 Moo 5, Sala Dan, Koh Lanta, 81150"
โกดัง 8,bar,Khao Thong,,8.0853011,98.9075377,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/5223231621,โกดัง 8 bar
Hippies Bar,biergarten,Koh Phi Phi,,7.7363358,98.7763484,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/574386934,Hippies Bar biergarten
Marlin Rock Pub,nightclub,Krabi,"Sala Dan, 81150",7.623253,99.0340223,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/6070379664,"Marlin Rock Pub nightclub Sala Dan, 81150"
Dubliner PP Irish Pub,pub,Koh Phi Phi,,7.7401457,98.7732986,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/5637281924,Dubliner PP Irish Pub pub
Full Moon Bar,pub,Railay,,8.0355739,98.8187203,,,,,,,,"Mo-Su,PH 15:00-02:00",candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/3371398234,Full Moon Bar pub
Grace's Irish Pub,pub,Krabi,,8.061824,98.9174675,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/5392895098,Grace's Irish Pub pub
Irish Embassy,pub,Koh Lanta,,7.6033585,99.0362197,,,,,,,,Mo-Su 09:00-00:00,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/4742863324,Irish Embassy pub
Jimmy Cafe,pub,Koh Phi Phi,,7.7766295,98.7631097,,,,,,,,Mo-Su 10:00-23:00,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/9866392492,Jimmy Cafe pub
Komareeyah halal food,pub,Koh Lanta,,7.6033055,99.0652063,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/4695054189,Komareeyah halal food pub
Pilsner Bar Koh Lanta,pub,Koh Lanta,,7.6378779,99.0295087,+420 776 062 210,,https://www.plzenskybarkohlanta.cz/,https://www.facebook.com/plzenskybarkohlanta/,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/12558470899,Pilsner Bar Koh Lanta pub
Pra-nang rock climbing club,pub,Railay,,8.0071905,98.8414401,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/4032296334,Pra-nang rock climbing club pub
Railay Beach Café,pub,Railay,,8.0114166,98.8379541,,,,,,,,"PH,Mo-Su 10:00-22:00",candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/4034098025,Railay Beach Café pub
The Embassy Irish Pub,pub,Tubkaek,,8.0562469,98.7500247,,,,,,,,,candidate,,,0.38,overpass_osm,https://www.openstreetmap.org/node/1609874539,The Embassy Irish Pub pub
Beach Fruit Bar 2 Aonang Krabi,cafe,Railay,,8.0292545,98.8242524,,,,,,,,Mo-Su 10:00-22:00,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/4631824095 | https://www.openstreetmap.org/node/4631836390,Beach Fruit Bar 2 Aonang Krabi cafe || Beach Fruit Bar Aonang Krabi cafe
Black Canyon Coffee,cafe,Railay,,8.0342283,98.8191501,,,,,,,,Mo-Fr 08:00-21:00,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/10308584502 | https://www.openstreetmap.org/node/3371480070 | https://www.openstreetmap.org/node/3676282141 | https://www.openstreetmap.org/node/7041769587,Black Canyon Coffee cafe || Black Canyon Coffee restaurant
Escape Café,cafe,Saladan,"472 moo 3, tambon saladan, ko lanta, 81150",7.6085438,99.0326807,,,,,,,,Mo-Su 07:00-18:00,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/6408428085 | https://www.openstreetmap.org/way/762672099,"Escape Café cafe || Escape Café cafe 472 moo 3, tambon saladan, ko lanta, 81150"
Owl Coffee,cafe,Railay,,8.0394688,98.8154668,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/10705772012 | https://www.openstreetmap.org/node/5515883029,Owl Coffee cafe
The Coffee Club,cafe,Railay,,8.0328295,98.8247457,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/10211059113 | https://www.openstreetmap.org/node/12484338924 | https://www.openstreetmap.org/node/4327146792 | https://www.openstreetmap.org/node/7202850585,Coffee Club cafe || Phi Phi Coffee fast_food || The Coffee Club cafe
The U-Rip Coffee&Cafe,cafe,Koh Phi Phi,,7.7358518,98.7780913,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/10722772030 | https://www.openstreetmap.org/node/4620581571,The U-Rip Coffee&Cafe cafe
คาเฟ่ อเมซอน,cafe,Railay,,8.0328275,98.8264617,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/10216341631 | https://www.openstreetmap.org/node/11530108369 | https://www.openstreetmap.org/node/13429825545 | https://www.openstreetmap.org/node/9435403396,คาเฟ่ อเมซอน cafe
Burguer King,fast_food,Krabi,"459/7, Moo 2, 81180",8.0316168,98.8224261,+66 61 410 4850,,https://burgerking.co.th,,,,,09:00-03:00,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/13666135566 | https://www.openstreetmap.org/node/13677577711 | https://www.openstreetmap.org/node/7182946185,"Burger King fast_food || Burger King fast_food 459/7, Moo 2, 81180 || Burguer King fast_food"
KFC,fast_food,Krabi Town,,8.1086253,98.9277603,1150,,https://www.kfc.co.th/,,,,,"PH,Mo-Su 10:00-22:00",candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/10165700207 | https://www.openstreetmap.org/node/10216371680 | https://www.openstreetmap.org/node/11530108269 | https://www.openstreetmap.org/node/3374348431 | https://www.openstreetmap.org/node/4126706326 | https://www.openstreetmap.org/node/4634663439,KFC fast_food
McDonald's,fast_food,Railay,,8.0330622,98.825543,1711,,https://www.mcthai.co.th,,,,,Mo-Su 08:00-22:00,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/10211059115 | https://www.openstreetmap.org/node/1283927148 | https://www.openstreetmap.org/node/5280077320,McDonald's fast_food
Pad Thai Restaurant,fast_food,Railay,,8.034045,98.8191409,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/2179815175 | https://www.openstreetmap.org/node/6910855286,Pad Thai Restaurant restaurant || Pad Thai fast_food
The Pizza Company,fast_food,Krabi Town,,8.0644289,98.9155199,+66 93 679 8099,,https://www.1112.com/,,,,,Mo-Su 10:00-22:00,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/13666135560 | https://www.openstreetmap.org/node/6167756190 | https://www.openstreetmap.org/node/7023936285,The Pizza Company fast_food || The Pizza Company restaurant
Night Food Market,food_court,Railay,,8.035275,98.8311252,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/11461823866 | https://www.openstreetmap.org/node/6355895988,Night Food Market food_court || Night Food Market restaurant
Breakfast & Friend 2nd,restaurant,Koh Phi Phi,,7.7395534,98.7730244,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/6531827063 | https://www.openstreetmap.org/node/6531852585,Breakfast & Friend 2nd restaurant || Breakfast & Friend restaurant
Cha Cha Restaurant,restaurant,Krabi,,7.5731534,99.0351776,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/2624840482 | https://www.openstreetmap.org/node/6354160217,Cha Cha Restaurant restaurant || Cha Cha restaurant
Cook-Kai Restaurant,restaurant,Koh Lanta,,7.6337191,99.031182,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/4131803694 | https://www.openstreetmap.org/way/1267655614,Cook Kai Restaurant restaurant || Cook-Kai Restaurant restaurant
Easy Cafe,restaurant,Koh Lanta,,7.633942,99.0310441,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/2241689504 | https://www.openstreetmap.org/node/6283797687 | https://www.openstreetmap.org/way/1267655832,Easy Bar bar || Easy Bar restaurant || Easy Cafe cafe
Knock-Out Restaurant,restaurant,Koh Phi Phi,,7.7605232,98.7713575,,,https://www.tripadvisor.com/Restaurant_Review-g303908-d3864052-Reviews-Knock_Out_bar-Ko_Phi_Phi_Don_Krabi_Province.html,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/2179807061 | https://www.openstreetmap.org/node/3282215619,Knock Out bar restaurant || Knock-Out Restaurant restaurant
KoDam Kitchen,restaurant,Railay,,8.0399585,98.819223,,,,,,,,Mo-Su 10:00-23:00,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/13276773801 | https://www.openstreetmap.org/node/5155012521,KoDam Kitchen restaurant
Krua-Lung-Sang,restaurant,Krabi,,7.5687636,99.0362284,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/6354197088 | https://www.openstreetmap.org/node/6518159594,Krua Lung Sang restaurant || Krua-Lung-Sang restaurant
Kwan's Cookery,restaurant,Krabi,42/4 Moo 3,7.6086496,99.0364785,+66 91 704 7742,,https://www.facebook.com/Kwans-Cookery-530423363667902/,https://www.facebook.com/Kwans-Cookery-530423363667902/,https://www.instagram.com/kwanscookerykohlanta,,,Mo-Su 07:00-22:00,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/6355885439 | https://www.openstreetmap.org/node/9653889811,Kwan's Cookery restaurant || Kwan's Cookery restaurant 42/4 Moo 3
La casetta Della Casa,restaurant,Koh Phi Phi,,7.7775244,98.7626939,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/6076468244 | https://www.openstreetmap.org/node/6076475655,La casetta Della Casa restaurant
LightHouse Kitchen,restaurant,Railay,,8.0420327,98.8124633,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/11360073177 | https://www.openstreetmap.org/node/4542762891,Light House Bar bar || LightHouse Kitchen restaurant
MaMa's Chicken Restaurant,restaurant,Railay,,8.0202207,98.8361498,,,,,,,,07:00-22:00,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/10232324707 | https://www.openstreetmap.org/node/10763152399 | https://www.openstreetmap.org/way/1335911757,MaMa's Chicken Restaurant restaurant || Mama Chicken restaurant || Mama's Chicken fast_food
Mama Kitchen,restaurant,Railay,,8.0380672,98.8332458,,,,,,,,Su-Th 10:00-21:00,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/13282898439 | https://www.openstreetmap.org/node/3660286625,Mama Bar bar || Mama Kitchen restaurant
Mangrove Restaurant,restaurant,Railay,,8.0122286,98.8402101,,,,,,,,"PH,Mo-Su 10:00-22:00",candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/12526618847 | https://www.openstreetmap.org/node/6324985385,Mangrove Restaurant restaurant || Mangrove restaurant
Oasis Restaurant,restaurant,Koh Lanta,,7.6377311,99.0309461,+66 828014704,,https://www.facebook.com/oasis.pp,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/12526618848 | https://www.openstreetmap.org/node/13437594701,Oasis Restaurant restaurant || The Oasis restaurant
P.P. Wang Ta Fu,restaurant,Koh Phi Phi,,7.7389496,98.771022,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/6021701052 | https://www.openstreetmap.org/node/6120058426,P.P. Wang Ta Fu cafe || P.P. Wang Ta Fu restaurant
Pirates House Restaurant,restaurant,Krabi Town,,8.0631085,98.9171604,,,https://www.facebook.com/profile.php?id=185345008540142,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/1613129554 | https://www.openstreetmap.org/node/4620239989 | https://www.openstreetmap.org/node/7036207031,Pirates House Restaurant restaurant || Pirates House restaurant
Rock View Terrace,restaurant,Koh Jum,,7.8548568,98.9477252,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/7151144669 | https://www.openstreetmap.org/node/7151144670,Rock View Terrace cafe || Rock View Terrace restaurant
Sawasdee,restaurant,Railay,,8.0114043,98.838568,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/10292816650 | https://www.openstreetmap.org/node/4549084380 | https://www.openstreetmap.org/node/4699684693,Sawasdee restaurant || Swasdee restaurant
Tanta Restaurant,restaurant,Railay,,8.0315929,98.8229442,+66815394400,,,https://www.facebook.com/TantaRestaurant/,,,,10:00-23:00,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/11360074070 | https://www.openstreetmap.org/node/5348534821,Tanta Restaurant restaurant
Thai food,restaurant,Koh Lanta,,7.6174742,99.0316806,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/4242432890 | https://www.openstreetmap.org/node/6177967985,Thai food restaurant
The Heart Restaurant,restaurant,Railay,,8.011971,98.8425344,,,,,,,,"PH,Mo-Su 10:00-23:00",candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/4815028321 | https://www.openstreetmap.org/node/5508702821,The Heart Restaurant restaurant || The Heart cafe
The Terrace,restaurant,Krabi Town,,8.0557508,98.9202392,,,,,,,,Mo-Su 11:30-22:00,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/10704304184 | https://www.openstreetmap.org/way/278488828,The Terrace restaurant
View Point Restaurant,restaurant,Koh Phi Phi,,7.7633854,98.769445,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/2179811155 | https://www.openstreetmap.org/node/5400642523 | https://www.openstreetmap.org/node/7235132985,View Point Cafe cafe || View Point Restaurant restaurant || Viewpoint Restaurant restaurant
ร้านก๋วยเตี๋ยวเป็ด Duck Noodles,restaurant,Krabi Town,,8.1084617,98.9032502,,,,,,,,,candidate,,,0.35,overpass_osm,https://www.openstreetmap.org/node/6467350663 | https://www.openstreetmap.org/way/689401810,ร้านก๋วยเตี๋ยวเป็ด DUCKNOODLES restaurant || ร้านก๋วยเตี๋ยวเป็ด Duck Noodles restaurant
Amena,cafe,Koh Phi Phi,,7.7417241,98.7746633,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4326439789,Amena cafe
Andaman Café,cafe,Koh Phi Phi,,7.736131,98.777146,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/12280395000,Andaman Café cafe
Arthaya Cafe,cafe,Koh Lanta,,7.5887277,99.0358104,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13432135401,Arthaya Cafe cafe
Au Ha Coffee,cafe,Railay,,8.0391536,98.8155074,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4601176490,Au Ha Coffee cafe
Baahra Café,cafe,Koh Lanta,,7.6389397,99.0339382,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13243202365,Baahra Café cafe
Baan Ton Mai,cafe,Nopparat Thara,,8.0731705,98.8002264,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/7095123485,Baan Ton Mai cafe
Breakfast,cafe,Koh Lanta,,7.6464096,99.0363143,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/5484048422,Breakfast cafe
Broken Pan,cafe,Railay,,8.0340766,98.8296384,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/11436604233,Broken Pan cafe
Cafe Amazon,cafe,Krabi,,8.1017866,98.9673073,,,,,,,,Mo-Su 06:00-20:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13651459701,Cafe Amazon cafe
Café Amszon,cafe,Nopparat Thara,,8.0781009,98.857088,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13644768202,Café Amszon cafe
Capuchin,cafe,Railay,,8.0404299,98.8173632,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4246076700,Capuchin cafe
Carlitos Bar,cafe,Koh Phi Phi,,7.7377796,98.7737671,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/317137982,Carlitos Bar cafe
Casa de Café,cafe,Koh Lanta,,7.5929278,99.0353448,,,,,,,,Mo-Su 08:30-20:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/7125411885,Casa de Café cafe
Chalita Cafe & Restaurant,cafe,Krabi,,8.0624669,98.9184932,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/2647610165,Chalita Cafe & Restaurant cafe
Choojii Coffee,cafe,Krabi,"31, ถนนมหาราช ซอย 7, 81000",8.0662478,98.9139903,+66 61 959 7969,,,https://www.facebook.com/profile.php?id=61581747188586,https://www.instagram.com/choojiicoffee,,,Mo-Sa 07:30-16:00,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13462602119,"Choojii Coffee cafe 31, ถนนมหาราช ซอย 7, 81000"
Choop Coffee Break,cafe,Railay,,8.0114139,98.838413,,,,,,,,"PH,Mo-Su 08:30-21:00",candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4782773121,Choop Coffee Break cafe
Coffe Cup Club Express,cafe,Koh Lanta,,7.5700664,99.0356484,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/6354197091,Coffe Cup Club Express cafe
Coffee Beach,cafe,Railay,,8.0381241,98.8162107,,,,,,,,"Mo-Su,PH 09:00-21:00",candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/way/161386137,Coffee Beach cafe
Coffee House,cafe,Koh Lanta,,7.6296817,99.0334842,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/13240658619,Coffee House cafe
Coffee My House,cafe,Koh Lanta,,7.6504302,99.0376286,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/2337153912,Coffee My House cafe
Coffee Station,cafe,Railay,,8.0116743,98.8389711,,,,,,,,"PH,Mo-Su 09:00-21:30",candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/5276639623,Coffee Station cafe
Coffee a Day,cafe,Koh Phi Phi,,7.7363611,98.7762634,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/12280852448,Coffee a Day cafe
Coffee' Love,cafe,Koh Lanta,,7.6420408,99.0346087,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/2337153921,Coffee' Love cafe
D's Books,cafe,Koh Phi Phi,,7.7390508,98.7724921,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/574387028,D's Books cafe
Darin Coffee & Restaraunt,cafe,Nopparat Thara,,8.0519008,98.7698864,,,,,,,,,candidate,,,0.3,overpass_osm,https://www.openstreetmap.org/node/4023810597,Darin Coffee & Restaraunt cafe
